Surname_name,UI,Former,Frakcija,DeclYear,Interest_Type,Entity_name,Entity_RegNum,Legal_form,Municipality,Region,NACE_1,Specif,Position,Income_type,Income_value,Fin_v,Fin_v_number,Fin_v_value
"Krauze, Armands",LSRD-48,MP,ZZS,2018,Income / P-A-R,Latvijas Biškopības biedrība,40008003310,BDR,Jelgavas municipality,Zemgale,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations,,Alga," €12.541,75 ",,,
"Krišāns, Jānis",LSRD-49,Local politician,Saskaņa,2018,Position / Private,"SIA ""RĒZEKNES SLIMNĪCA""",40003223971,SIA,Rēzeknes municipality,Latgale,Q - Human health and social work activities,,Valdes loceklis,,,,,
"Krišāns, Jānis",LSRD-49,Local politician,Saskaņa,2018,Position / Private,Latvijas Sarkanais Krusts,40008002279,BDR,Rīgas municipality,Rīga/Pierīga,Q - Human health and social work activities,,Valdes loceklis,,,,,
"Krišāns, Jānis",LSRD-49,Local politician,Saskaņa,2018,Position / Private,"""Latgalieši""",50008091141,BDR,Rēzeknes municipality,Latgale,S - Civil Society; Professionist Associations; Other service activities,CSO - culture,Valdes loceklis,,,,,
"Krišāns, Jānis",LSRD-49,Local politician,Saskaņa,2018,Income / P-A-R,"SIA ""RĒZEKNES SLIMNĪCA""",40003223971,SIA,Rēzeknes municipality,Latgale,Q - Human health and social work activities,,,Alga," €33.461,85 ",,,
"Kucins, Edgars",LSRD-50,Local politician,Saskaņa,2018,Position / Private,"Sporta klubs ""Bruņinieks""",40008062210,BDR,Daugavpils municipality ,Latgale,P - Education ,,VALDES PRIEKŠSĒDĒTĀJS,,,,,
"Kursīte, Janīna",LSRD-53,Local politician,KPV LV,2018,Position / Private,"Višķu pagasta J.Kursītes zemnieku saimniecība ""ZIEDIŅI""",41501020950,ZEM,Daugavpils municipality ,Latgale,"A - Agriculture, forestry and fishing",,Īpašnieks,,,,,
"Kursīte, Janīna",LSRD-53,Local politician,KPV LV,2018,Position / Private,Latvijas Agronomu biedrība,40008000899,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,,Valdes locekle,,,,,
"Kursīte, Janīna",LSRD-53,Local politician,KPV LV,2018,Position / Private,Izglītības kvalitātes valsts dienests,90001259032,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,uzņēmuma līgumi,,,,,
"Kursīte, Janīna",LSRD-53,Local politician,KPV LV,2018,Position / Private,'MALNAVAS KOLEDŽA',90000019505,State institution,Kārsavas municipality,latgale,P - Education ,,uzņemuma līgums,,,,,
"Kursīte, Janīna",LSRD-53,Local politician,KPV LV,2018,Income / P-A-R,Izglītības kvalitātes valsts dienests,90001259032,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,,U.c. ienākumi," €142,94 ",,,
"Kursīte, Janīna",LSRD-53,Local politician,KPV LV,2018,Income / P-A-R,'MALNAVAS KOLEDŽA',90000019505,State institution,Kārsavas municipality,Latgale,P - Education ,,,U.c. ienākumi," €92,23 ",,,
"Kursīte, Janīna",LSRD-53,Local politician,KPV LV,2018,Income / Private,"SIA ""AGRARIS""",41503024514,SIA,Daugavpils municipality ,Latgale,"A - Agriculture, forestry and fishing",,,Ienāk. no saimn. darbības un komercdarb," €220,50 ",,,
"Kursīte, Janīna",LSRD-53,Local politician,KPV LV,2018,Income / Private,JANĪNA KURSĪTE,,,,,Self-employment,,,Ienāk. no saimn. darbības un komercdarb," €4.693,31 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,"""Latvija Tibetai""",40008129664,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,,Valdes locekle,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,Smiltenes novada dome,90009067337,State institution,Smiltenes municipality,Vidzeme,O - Public Administration and defense; compulsatory social security,,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,"SIA ""MADRIS""",40003292668,SIA,Rīgas municipality,Rīga/Pierīga,J - Information and Communication,,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,"SIA ""IMPRO CEĻOJUMI""",40003235627,SIA,Ikšķiles municipality,Vidzeme,N - Administrative and support service activities,,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,"SIA ""Apgāds ""ZINĀTNE""""",40003576967,SIA,Rīgas municipality,Rīga/Pierīga,J - Information and Communication,,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,LATVIJAS UNIVERSITĀTE,90000076669,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,Profesore,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,Latvijas Rakstnieku savienība,40008003096,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,LATVIJAS BANKA,90000158236,State institution,Rīgas municipality,Rīga/Pierīga,K - Financial and insurance activities,,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,Kurzemes plānošanas reģions,90002183562,State institution,Saldus municipality,Kurzeme,O - Public Administration and defense; compulsatory social security,,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,"ETNISKĀS KULTŪRAS CENTRS ""SUITI""",40008064940,BDR,Alsungas municipality,Kurzeme,S - Civil Society; Professionist Associations; Other service activities,CSO - Culture,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,Dundagas novada pašvaldība,90009115209,State institution,Dundagas municipality,Kurzeme,O - Public Administration and defense; compulsatory social security,,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,"Biedrība ""Saldus vakari""",40008156361,BDR,Saldus municipality,Kurzeme,P - Education ,,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,Autortiesību un komunicēšanās konsultāciju aģentūra / Latvijas Autoru apvienība,40008043690,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,"""Mazsalacas draugi""",40008239080,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - Social work,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,"""Letonikas fonds""",40008047902,NOD,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - culture,Valdes locekle,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,'LATVIJAS MĀKSLAS AKADĒMIJA',90000029965,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,Līgums,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Position / Private,'LATVIJAS KULTŪRAS AKADĒMIJA',90000039164,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,vadošā pētniece,,,,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,Smiltenes novada dome,90009067337,State institution,Smiltenes municipality,Latgale,O - Public Administration and defense; compulsatory social security,,,Honorārs," €117,65 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,"SIA ""MADRIS""",40003292668,SIA,Rīgas municipality,Rīga/Pierīga,J - Information and Communication,,,Honorārs," €185,30 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,"SIA ""IMPRO CEĻOJUMI""",40003235627,SIA,Ikšķiles municipality,Vidzeme,N - Administrative and support service activities,,,Honorārs," €1.341,18 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,"SIA ""Apgāds ""ZINĀTNE""""",40003576967,SIA,Rīgas municipality,Rīga/Pierīga,J - Information and Communication,,,Honorārs," €882,35 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,LATVIJAS UNIVERSITĀTE,90000076669,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Alga," €17.976,91 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,Latvijas Rakstnieku savienība,40008003096,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,,,Honorārs," €161,09 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,LATVIJAS BANKA,90000158236,State institution,Rīgas municipality,Rīga/Pierīga,K - Financial and insurance activities,,,U.c. ienākumi," €677,21 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,Kurzemes plānošanas reģions,90002183562,State institution,Saldus municipality,Kurzeme,O - Public Administration and defense; compulsatory social security,,,Honorārs," €135,95 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,"ETNISKĀS KULTŪRAS CENTRS ""SUITI""",40008064940,BDR,Alsungas municipality,Kurzeme,S - Civil Society; Professionist Associations; Other service activities,CSO - Culture,,Honorārs," €100,00 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,Dundagas novada pašvaldība,90009115209,State institution,Dundagas municipality,Kurzeme,O - Public Administration and defense; compulsatory social security,,,Honorārs," €100,00 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,"Biedrība ""Saldus vakari""",40008156361,BDR,Saldus municipality,Kurzeme,P - Education ,,,Honorārs," €123,53 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,Autortiesību un komunicēšanās konsultāciju aģentūra / Latvijas Autoru apvienība,40008043690,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,Activities of professional membership organisations,,Honorārs," €490,23 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,"""Mazsalacas draugi""",40008239080,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - Social work,,Honorārs," €150,00 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,"""Letonikas fonds""",40008047902,NOD,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - culture,,Honorārs," €107,14 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,'LATVIJAS MĀKSLAS AKADĒMIJA',90000029965,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Honorārs," €101,43 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,'LATVIJAS KULTŪRAS AKADĒMIJA',90000039164,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,,U.c. ienākumi," €176,00 ",,,
"Kursīte-Pakule, Janīna",LSRD-52,MP,TB/LNNK,2018,Income / P-A-R,LATVIJAS UNIVERSITĀTE,90000076669,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Honorārs," €1.207,72 ",,,
"Lejiņš, Atis",LSRD-55,MP,Jaunā Vienotība,2018,Position / Private,Latvijas Ārpolitikas Institūts,50008005351,BDR,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,goda direktors,,,,,
"Lejiņš, Atis",LSRD-55,MP,Jaunā Vienotība,2018,Position / Private,"""Brīvības un solidaritātes fonds""",40008120241,NOD,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes priekšsēdētāja vietnieks,,,,,
"Lejiņš, Atis",LSRD-55,MP,Jaunā Vienotība,2018,Income / Private,"SIA ""AMETEKS""",42103040230,SIA,Jēkabpils municipality,Zemgale,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,U.c. ienākumi," €7,03 ",,,
"Lejiņš, Atis",LSRD-55,MP,Jaunā Vienotība,2018,Income / Private,Amazon.com,,Foreign Entity,,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,Honorārs," €128,01 ",,,
"Lībiņa-Egnere, Inese",LSRD-56,MP,Jaunā Vienotība,2018,Position / Private,LATVIJAS UNIVERSITĀTE,90000076669,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,Docente,,,,,
"Lībiņa-Egnere, Inese",LSRD-56,MP,Jaunā Vienotība,2018,Income / P-A-R,LATVIJAS UNIVERSITĀTE,90000076669,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Alga," €311,97 ",,,
"Liepiņa, Linda",LSRD-57,Private,KPV LV,2018,Position / Private,"""Lindas Liepiņas Biedrība""",40008128620,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,,Valdes priekšsēdētāja,,,,,
"Liepiņa, Linda",LSRD-57,Private,KPV LV,2018,Holding,"""Wok Rīga"" SIA",40103523792,SIA,Rīgas municipality,Rīga/Pierīga,I - Accommodatio and food service activities,,,,,Kapitāla daļas,284," €284,00 "
"Ločmele-Luņova, Regīna",LSRD-58,Local politician,Saskaņa,2018,Position / Private,"SIA ""Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""""",40003090010,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,Lektore,,,,,
"Ločmele-Luņova, Regīna",LSRD-58,Local politician,Saskaņa,2018,Position / Private,"Nodibinājums ""Rīgas Tūrisma Attīstības Birojs""",40008148699,NOD,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,Iepirkumu komisijas loceklis,,,,,
"Ločmele-Luņova, Regīna",LSRD-58,Local politician,Saskaņa,2018,Position / Private,"Nodibinājums ""Riga.lv""",50008216041,NOD,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - Public Relations,Valdes loceklis,,,,,
"Ločmele-Luņova, Regīna",LSRD-58,Local politician,Saskaņa,2018,Income / P-A-R,"SIA ""Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""""",40003090010,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Honorārs," €1.120,91 ",,,
"Ločmele-Luņova, Regīna",LSRD-58,Local politician,Saskaņa,2018,Income / P-A-R,"Nodibinājums ""Rīgas Tūrisma Attīstības Birojs""",40008148699,NOD,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,,Alga," €31.026,83 ",,,
"Ločmele-Luņova, Regīna",LSRD-58,Local politician,Saskaņa,2018,Income / P-A-R,"SIA ""Biznesa, mākslas un tehnoloģiju augstskola ""RISEBA""""",40003090010,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,,U.c. ienākumi," €1.180,04 ",,,
"Ločmele-Luņova, Regīna",LSRD-58,Local politician,Saskaņa,2018,Income / P-A-R,"Nodibinājums ""Riga.lv""",50008216041,NOD,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - Public Relations,,Alga," €4.791,43 ",,,
"Ločmele-Luņova, Regīna",LSRD-58,Local politician,Saskaņa,2018,Income / Private,"SIA ""Baltic Centre of Professional Training and Development""",40103885954,SIA,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Honorārs," €1.058,82 ",,,
"Muižniece, Anita",LSRD-59,Private,JKP,2018,Position / Private,"SIA ""Latvian Catering Service""",40103708066,SIA,Babītes municipality ,Vidzeme,I - Accommodatio and food service activities,,Bārmenis,,,,,
"Muižniece, Anita",LSRD-59,Private,JKP,2018,Position / Private,DAUGMALES PAMATSKOLA,90001747023,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,vispārējās pamatizglītības skolotājs,,,,,
"Muižniece, Anita",LSRD-59,Private,JKP,2018,Position / Private,"""Daugmales skolai""",40008171534,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,CSO - Education,Tiesības pārstāvēt atsevišķi,,,,,
"Muižniece, Anita",LSRD-59,Private,JKP,2018,Income / P-A-R,"SIA ""Latvian Catering Service""",40103708066,SIA,Babītes municipality ,Vidzeme,I - Accommodatio and food service activities,,,Alga," €144,30 ",,,
"Muižniece, Anita",LSRD-59,Private,JKP,2018,Income / P-A-R,DAUGMALES PAMATSKOLA,90001747023,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,,Alga," €11.732,56 ",,,
"Naudiņš, Romāns",LRSD-61,MP,TB/LNNK,2018,Position / Private,"""Viesturskolas atbalsta fonds""",40008194787,NOD,Valmieras municipality,Vidzeme,S - Civil Society; Professionist Associations; Other service activities,,Valdes loceklis,,,,,
"Naudiņš, Romāns",LRSD-61,MP,TB/LNNK,2018,Position / Private,"""VALMIERAS 4.KĀJNIEKU PULKA PIEMINEKĻA FONDS""",40008116142,NOD,Valmieras municipality,Vidzeme,S - Civil Society; Professionist Associations; Other service activities,CSO - Culture,Valdes loceklis,,,,,
"Naudiņš, Romāns",LRSD-61,MP,TB/LNNK,2018,Position / Private,"""Vidzemes Hokejam!""",40008233586,BDR,Valmieras municipality,Vidzeme,S - Civil Society; Professionist Associations; Other service activities,CSO - Sport,VALDES PRIEKŠSĒDĒTĀJS,,,,,
"Naudiņš, Romāns",LRSD-61,MP,TB/LNNK,2018,Position / Private,"""ARAZ Latvija""",40008211377,BDR,Valmieras municipality,Vidzeme,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes loceklis,,,,,
"Nikonovs, Vladimirs",LSRD-62,MP,Saskaņa,2018,Position / Private,"Biedrība ""RĒZEKNES KRIEVU KULTŪRAS CENTRS""",40008149618,BDR,Rēzeknes municipality,Latgale,S - Civil Society; Professionist Associations; Other service activities,CSO - culture,Valdes loceklis,,,,,
"Nikonovs, Vladimirs",LSRD-62,MP,Saskaņa,2018,Holding,"SIA ""SAKNES PLUS""",42403018474,SIA,Rēzeknes municipality,Latgale,J - Information and Communication,,,,,Kapitāla daļas,1," €142,29 "
"Nikonovs, Vladimirs",LSRD-62,MP,Saskaņa,2018,Holding,"Rēzeknes pilsētas komerciālā tirdzniecības firma ""RETA"" SIA",42403001209,SIA,Rēzeknes municipality,Latgale,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,Kapitāla daļas,5," €711,44 "
"Nikonovs, Vladimirs",LSRD-62,MP,Saskaņa,2018,Holding,"Akciju sabiedrība ""Latvijas Krājbanka""",40003098527,AS,Rīgas municipality,Rīga/Pierīga,K - Financial and insurance activities,,,,,Kompensācijas sertifikāti,,
"Nikonovs, Vladimirs",LSRD-62,MP,Saskaņa,2018,Holding,"Akciju sabiedrība ""Latvijas balzams""",40003031873,AS,Rīgas municipality,Rīga/Pierīga,C - Manufacturing,,,,,Akcijas,73," €526,50 "
"Nikonovs, Vladimirs",LSRD-62,MP,Saskaņa,2018,Holding,"Akciju sabiedrība ""GRINDEKS""",40003034935,AS,Rīgas municipality,Rīga/Pierīga,C - Manufacturing,,,Dividendes," €10,93 ",Akcijas,81," €613,20 "
"Orlovs, Vitālijs",LSRD-63,MP,Saskaņa,2018,Position / Private,"Aizgādņu biedrība ""ASSOR""",40008018867,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,,VALDES PRIEKŠSĒDĒTĀJS,,,,,
"Orlovs, Vitālijs",LSRD-63,MP,Saskaņa,2018,Position / Private,"""Kreicburgkrasts""",40008116212,BDR,Jēkabpils municipality,Zemgale,L - Real Estate Activities,,Valdes loceklis,,,,,
"Orlovs, Vitālijs",LSRD-63,MP,Saskaņa,2018,Income / Private,"SIA ""Aidins""",45403024745,SIA,Jēkabpils municipality,Zemgale,"M - Professional, scientific and technical activities",,,Ienāk. no saimn. darbības un komercdarb," €121,00 ",,,
"Ozola, Linda",LSRD-64,Local politician,KPV LV,2018,Position / Private,NORVĒĢIJAS KARALISTES VĒSTNIECĪBA,90000287132,Foreign Entity institution,,,O - Public Administration and defense; compulsatory social security,,Sekretārs,,,,,
"Ozola, Linda",LSRD-64,Local politician,KPV LV,2018,Position / Private,LINDA OZOLA,,,,,,,pašnodarbināta persona,,,,,
"Ozola, Linda",LSRD-64,Local politician,KPV LV,2018,Position / Private,Eiropas Komisija,T0900000290,Foreign Entity institution,,,O - Public Administration and defense; compulsatory social security,,Konferenču tulks,,,,,
"Ozola, Linda",LSRD-64,Local politician,KPV LV,2018,Income / P-A-R,NORVĒĢIJAS KARALISTES VĒSTNIECĪBA,90000287132,Foreign Entity institution,,,O - Public Administration and defense; compulsatory social security,,,Alga," €9.328,00 ",,,
"Ozola, Linda",LSRD-64,Local politician,KPV LV,2018,Income / P-A-R,Eiropas Komisija,T0900000290,Foreign Entity institution,,,O - Public Administration and defense; compulsatory social security,,,Alga," €13.101,98 ",,,
"Ozola, Linda",LSRD-64,Local politician,KPV LV,2018,Income / Private,"SIA ""RED DOT MEDIA""",40003454441,SIA,Rīgas municipality,Rīga/Pierīga,J - Information and Communication,,,Honorārs," €27,78 ",,,
"Pavļuts, Daniels",LSRD-66,Private,A/P!,2018,Position / Private,"SIA ""Zeno Consulting""",40003817877,SIA,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,VALDES PRIEKŠSĒDĒTĀJS,,,,,
"Pavļuts, Daniels",LSRD-66,Private,A/P!,2018,Position / Private,"""Talantu Attīstības Fonds""",40008107313,NOD,Rīgas municipality,Rīga/Pierīga,P - Education ,,Valdes loceklis,,,,,
"Pavļuts, Daniels",LSRD-66,Private,A/P!,2018,Position / Private,'BANKU AUGSTSKOLA',90000437699,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,Vieslektors,,,,,
"Pavļuts, Daniels",LSRD-66,Private,A/P!,2018,Holding,"SIA ""Zeno Consulting""",40003817877,SIA,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,,,,Kapitāla daļas,2844," €2.844,00 "
"Pavļuts, Daniels",LSRD-66,Private,A/P!,2018,Holding,"Airdog, Inc.",T0900005873,Foreign Entity,,,J - Information and Communication,,,,,Kapitāla daļas,30000," €11.031,00 "
"Pavļuts, Daniels",LSRD-66,Private,A/P!,2018,Income / P-A-R,'BANKU AUGSTSKOLA',90000437699,State institution,Rīgas municipality,Rīga/Pierīga,P - Education ,,,U.c. ienākumi," €1.530,01 ",,,
"Pavļuts, Daniels",LSRD-66,Private,A/P!,2018,Income / Private,FIDEA SIA,40003600120,SIA,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,,Honorārs," €1.600,00 ",,,
"Petraviča, Ramona",LSRD-67,Local politician,KPV LV,2018,Position / Private,"Saldus rajona SIA ""MONĒTA""",58503002211,SIA,Saldus municipality,Kurzeme,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,finanšu vadītāja,,,,,
"Petraviča, Ramona",LSRD-67,Local politician,KPV LV,2018,Income / P-A-R,"Saldus rajona SIA ""MONĒTA""",58503002211,SIA,Saldus municipality,Kurzeme,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,Alga," €4.635,31 ",,,
"Pimenovs, Igors",LSRD-68,MP,Saskaņa,2018,Position / Private,Tēlnieces Veras Muhinas biedrība,40008033423,BDR,Rīgas municipality,Rīga/Pierīga,"R - Arts, Entertainment, Sports and Recreation",,VALDES PRIEKŠSĒDĒTĀJS,,,,,
"Pimenovs, Igors",LSRD-68,MP,Saskaņa,2018,Position / Private,Latvijas Krievu mācībvalodas skolu atbalsta asociācija,40008015606,BDR,Rīgas municipality,Rīga/Pierīga,P - Education ,,VALDES PRIEKŠSĒDĒTĀJS,,,,,
"Pimenovs, Igors",LSRD-68,MP,Saskaņa,2018,Income / Private,"SIA ""Nippon Auto""",40103183529,SIA,Rīgas municipality,Rīga/Pierīga,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,,,Ienākums no īpašuma pārdošanas," €7.600,00 ",,,
"Plešs, Artūrs Toms",LSRD-69,Local politician,A/P!,2018,Position / Private,SIA Digital Media Solutions,40203157128,SIA ,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,Valdes loceklis,,,,,
"Plešs, Artūrs Toms",LSRD-69,Local politician,A/P!,2018,Position / Private,"SIA ""Dronevertising""",45403047269,SIA,Kandavas municipality,Kurzeme,"M - Professional, scientific and technical activities",,Valdes loceklis,,,,,
"Plešs, Artūrs Toms",LSRD-69,Local politician,A/P!,2018,Position / Private,Eiropa,40008257067,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes loceklis,,,,,
"Plešs, Artūrs Toms",LSRD-69,Local politician,A/P!,2018,Position / Private,"""Rietumu izvēle""",40008269278,BDR,Rīgas municipality,Rīga/Pierīga,S - Civil Society; Professionist Associations; Other service activities,"CSO - Politics, democracy",Valdes loceklis,,,,,
"Plešs, Artūrs Toms",LSRD-69,Local politician,A/P!,2018,Holding,"SIA ""Dronevertising""",45403047269,SIA,Kandavas municipality,Kurzeme,"M - Professional, scientific and technical activities",,,,,Kapitāla daļas,40," €40,00 "
"Plešs, Artūrs Toms",LSRD-69,Local politician,A/P!,2018,Income / P-A-R,SIA Digital Media Solutions,40203157128,SIA ,Rīgas municipality,Rīga/Pierīga,"M - Professional, scientific and technical activities",,,Alga," €3.600,00 ",,,
"Pucens, Ēriks",LSRD-70,Local politician,KPV LV,2018,Position / Private,"SIA ""Kalna Rinkas""",41203047895,SIA,Kuldīgas municipality,Kurzeme,"A - Agriculture, forestry and fishing",,VALDES PRIEKŠSĒDĒTĀJS,,,,,
"Pucens, Ēriks",LSRD-70,Local politician,KPV LV,2018,Position / Private,"SIA ""Kalna Rinkas""",41203047895,SIA,Kuldīgas municipality,Kurzeme,"A - Agriculture, forestry and fishing",,Lauksaimnieks,,,,,
"Pucens, Ēriks",LSRD-70,Local politician,KPV LV,2018,Position / Private,"Biedrība ""Autodidakts""",40008123248,BDR,Kuldīgas municipality,Kurzeme,S - Civil Society; Professionist Associations; Other service activities,,Valdes loceklis,,,,,
"Pucens, Ēriks",LSRD-70,Local politician,KPV LV,2018,Position / Private,"""ĒPP Komersants"" IK",40002138998,IK,Iecavas municipality,Zemgale,F - Construction,,Īpašnieks,,,,,
"Pucens, Ēriks",LSRD-70,Local politician,KPV LV,2018,Holding,"SIA ""Kalna Rinkas""",41203047895,SIA,Kuldīgas municipality,Kurzeme,"A - Agriculture, forestry and fishing",,,,,Kapitāla daļas,74," €74,00 "
"Pucens, Ēriks",LSRD-70,Local politician,KPV LV,2018,Income / P-A-R,"SIA ""Kalna Rinkas""",41203047895,SIA,Kuldīgas municipality,Kurzeme,"A - Agriculture, forestry and fishing",,,Alga," €2.353,43 ",,,
"Pucens, Ēriks",LSRD-70,Local politician,KPV LV,2018,Income / Private,"SIA ""ALRA""",41203015758,SIA,Kuldīgas municipality,Kurzeme,"A - Agriculture, forestry and fishing",,,Ienāk. no saimn. darbības un komercdarb," €1.578,90 ",,,
