Surname_name,Mandate_status,Frakcija,DeclYear,filed_as,Committees,Interest_Type,Entity_Type,Entity_name,Entity_RegNum,Position,Income_type,Income_value,Fin_v,Fin_v_value,Entity_Country,Entity_Municipality,Entity_Region,NACE_1,Specif
"Dolgopolovs, Sergejs",Pilntiesīgs mandāts,Saskaņa,2018,Deputāts - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (Priekšsēdētājs, no 20.11.2018); Eiropas lietu komisija (no 20.11.2018)",Position | Private Sector,Biedrība,CITA POLITIKA,40008080983,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi","CSO - Politics, democracy"
"Dolgopolovs, Sergejs",Pilntiesīgs mandāts,Saskaņa,2018,Deputāts - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (Priekšsēdētājs, no 20.11.2018); Eiropas lietu komisija (no 20.11.2018)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,SISTĒMA MV,40102020440,,U.c. ienākumi," €  1,400.70 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Dolgopolovs, Sergejs",Pilntiesīgs mandāts,Saskaņa,2019,Deputāts - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija (Priekšsēdētājs līdz 03.09.2019; Biedrs no 03.09.2019); Eiropas lietu komisija,Position | Private Sector,Akciju Sabiedrība,Draudzības un sadarbības fonds,40008037590,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi","CSO - Social, Economic"
"Dolgopolovs, Sergejs",Pilntiesīgs mandāts,Saskaņa,2019,Deputāts - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija (Priekšsēdētājs līdz 03.09.2019; Biedrs no 03.09.2019); Eiropas lietu komisija,Position | Private Sector,Biedrība,CITA POLITIKA,40008080983,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi","CSO - Politics, democracy"
"Dolgopolovs, Sergejs",Pilntiesīgs mandāts,Saskaņa,2019,Deputāts - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija (Priekšsēdētājs līdz 03.09.2019; Biedrs no 03.09.2019); Eiropas lietu komisija,Position | Private Sector,Biedrība,"Biedrība ""PILSONĪBA, IZGLĪTĪBA, KULTŪRA""",40008037317,Valdes loceklis,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi","CSO - Social issues, integration"
"Dolgopolovs, Sergejs",Pilntiesīgs mandāts,Saskaņa,2019,Deputāts - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija (Priekšsēdētājs līdz 03.09.2019; Biedrs no 03.09.2019); Eiropas lietu komisija,Position | Private Sector,Biedrība,Pilsoņu un nepilsoņu savienība,40008036114,Līdzpriekssēdetajs,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,"Pilsoniskā sabiedrība, profesionāļu apvienības, citi pakalpojumi",Activities of business and employers membership organisations; CSO
"Dolgopolovs, Sergejs",Pilntiesīgs mandāts,Saskaņa,2018,Deputāts - Latvijas Republikas Saeima,"Valsts pārvaldes un pašvaldības komisija (Priekšsēdētājs, no 20.11.2018); Eiropas lietu komisija (no 20.11.2018)",Income | Private Sector,Akciju Sabiedrība,Citadele banka,40103303559,,Procenti," € 1,202.29 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Dolgopolovs, Sergejs",Pilntiesīgs mandāts,Saskaņa,2019,Deputāts - Latvijas Republikas Saeima,Valsts pārvaldes un pašvaldības komisija (Priekšsēdētājs līdz 03.09.2019; Biedrs no 03.09.2019); Eiropas lietu komisija,Income | Private Sector,Akciju Sabiedrība,Citadele banka,40103303559,,Procenti, € 902.69 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Income | Self-employment,,Jānis Dombrava,,,U.c. ienākumi," € 5,141.13 ",,,,,,Pašnodarbinātība,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Holding | Commercial Companies,Ārvalsts juridiska persona,Volkswagen Aktiengesellschaft,T0900006705,,,,Akcijas," €  3,195.16 ",Germany,,,Apstrādes rūpniecība,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Holding | Commercial Companies,Ārvalsts juridiska persona,Synergy Pharmaceuticals Inc.,T0900008299,,,,Akcijas, €  309.09 ,USA,,,Apstrādes rūpniecība,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Holding | Commercial Companies,Ārvalsts juridiska persona,DURECT Corporation,T0900007412,,,,Akcijas," € 3,258.04 ",USA,,,Apstrādes rūpniecība,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Holding | Commercial Companies,Akciju Sabiedrība,Ditton pievadķēžu rūpnīca,40003030187,,,,Akcijas, €  2.82 ,Latvia,Daugavpils municipality ,Latgale,Apstrādes rūpniecība,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Income | Private Sector,Ārvalsts juridiska persona,WALT DISNEY CO.,T0900006034,,Dividendes, €  27.57 ,,,USA,,,"Māksla, izklaide, sports un atpūta",
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Income | Private Sector,Ārvalsts juridiska persona,Volkswagen Aktiengesellschaft,T0900006705,,Dividendes, € 125.37 ,,,Germany,,,Apstrādes rūpniecība,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Income | Private Sector,Ārvalsts juridiska persona,Seaspan Corporation,T0900007413,,Dividendes, €  397.13 ,,,Hong Kong,,,Transports un uzglabāšana,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (līdz 31.01.2019); Ilgtspējīgas attīstības komisija; Ārlietu komisija (no 31.01.2019); Administratīvi teritoriālās reformas komisija (no 21.11.2019)",Holding | Commercial Companies,Ārvalsts juridiska persona,Eastman Kodak Company,,,,,Akcijas," € 1,335.71 ",USA,,,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (līdz 31.01.2019); Ilgtspējīgas attīstības komisija; Ārlietu komisija (no 31.01.2019); Administratīvi teritoriālās reformas komisija (no 21.11.2019)",Holding | Commercial Companies,Akciju Sabiedrība,Ditton pievadķēžu rūpnīca,40003030187,,,,Akcijas, € 2.10 ,Latvia,Daugavpils municipality ,Latgale,Apstrādes rūpniecība,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (līdz 31.01.2019); Ilgtspējīgas attīstības komisija; Ārlietu komisija (no 31.01.2019); Administratīvi teritoriālās reformas komisija (no 21.11.2019)",Holding | Commercial Companies,Ārvalsts juridiska persona,DURECT Corporation,T0900007412,,,,Akcijas," € 29,577.46 ",USA,,,"Profesionālie, zinātniskie un tehniskie pakalpojumi",
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (līdz 31.01.2019); Ilgtspējīgas attīstības komisija; Ārlietu komisija (no 31.01.2019); Administratīvi teritoriālās reformas komisija (no 21.11.2019)",Holding | Commercial Companies,Ārvalsts juridiska persona,Synergy Pharmaceuticals Inc.,T0900008299,,,,Akcijas, € 18.26 ,USA,,,Apstrādes rūpniecība,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (līdz 31.01.2019); Ilgtspējīgas attīstības komisija; Ārlietu komisija (no 31.01.2019); Administratīvi teritoriālās reformas komisija (no 21.11.2019)",Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,JD Market,40203211246,,,,Kapitāla daļas, € 99.00 ,Latvia,Rīgas municipality,Rīga/Pierīga,Nav,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (līdz 31.01.2019); Ilgtspējīgas attīstības komisija; Ārlietu komisija (no 31.01.2019); Administratīvi teritoriālās reformas komisija (no 21.11.2019)",Holding | Commercial Companies,Ārvalsts juridiska persona,ANGI Homeservices Inc.,,,,,Akcijas, € 439.51 ,USA,,,Vairumtidzniecība un mazumtirdzniecība,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (līdz 31.01.2019); Ilgtspējīgas attīstības komisija; Ārlietu komisija (no 31.01.2019); Administratīvi teritoriālās reformas komisija (no 21.11.2019)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,LATMETĀLS STEEL,40103641411,,U.c. ienākumi, € 6.56 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (līdz 31.01.2019); Ilgtspējīgas attīstības komisija; Ārlietu komisija (no 31.01.2019); Administratīvi teritoriālās reformas komisija (no 21.11.2019)",Income | Private Sector,Ārvalsts juridiska persona,Volkswagen Aktiengesellschaft,T0900006705,,Dividendes, € 82.30 ,,,Germany,,,Apstrādes rūpniecība,
"Dombrava, Jānis",Pilntiesīgs mandāts,Nacionāla Apvienība VL-TB/LNNK,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (līdz 31.01.2019); Ilgtspējīgas attīstības komisija; Ārlietu komisija (no 31.01.2019); Administratīvi teritoriālās reformas komisija (no 21.11.2019)",Income | Private Sector,Ārvalsts juridiska persona,Synergy Pharmaceuticals Inc.,T0900008299,,Dividendes, € 7.64 ,,,USA,,,Apstrādes rūpniecība,
"Dombrovskis, Vjačeslavs",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2019,Deputāts - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija; Ilgtspējīgas attīstības komisija (Priekšsēdētājs),Position | Self-employment,,Vjačeslavs Dombrovskis,,Saimnieciskās darbības veicējs (līdz 02.07.2019),,,,,,,,Pašnodarbinātība,
"Dombrovskis, Vjačeslavs",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāts - Latvijas Republikas Saeima,"Budžeta un finanšu (nodokļu) komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (Priekšsēdētājs, no 21.11.2018)",Income | Private Sector,Akciju Sabiedrība,Luminor Bank,40003024725,,Dāvinājums, € 23.36 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Dombrovskis, Vjačeslavs",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2018,Deputāts - Latvijas Republikas Saeima,"Budžeta un finanšu (nodokļu) komisija (no 20.11.2018); Ilgtspējīgas attīstības komisija (Priekšsēdētājs, no 21.11.2018)",Income | Private Sector,Akciju Sabiedrība,Swedbank,40003074764,,Procenti, € 0.33 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Dombrovskis, Vjačeslavs",Pilntiesīgs mandāts,Pie frakcijām nepiederošie deputāti,2019,Deputāts - Latvijas Republikas Saeima,Budžeta un finanšu (nodokļu) komisija; Ilgtspējīgas attīstības komisija (Priekšsēdētājs),Income | Private Sector,Akciju Sabiedrība,Swedbank,40003074764,,Procenti, € 0.01 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Dūklavs, Jānis",Pilntiesīgs mandāts,Zaļo un Zemnieku Savienība,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētājs, no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,TONDO,40003398657,,,,Kapitāla daļas," € 15,000.00 ",Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Dūklavs, Jānis",Pilntiesīgs mandāts,Zaļo un Zemnieku Savienība,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētājs, no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,PIEBALGAS ALUS,40003376664,,,,Kapitāla daļas," € 191,053.00 ",Latvia,Jaunpiebalgas municipality,Vidzeme,Apstrādes rūpniecība,
"Dūklavs, Jānis",Pilntiesīgs mandāts,Zaļo un Zemnieku Savienība,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētājs, no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,SELDIJS,44103029886,,,,Kapitāla daļas," € 14,940.00 ",Latvia,Jaunpiebalgas municipality,Vidzeme,Izmitināšana un ēdināšanas pakalpojumi,
"Dūklavs, Jānis",Pilntiesīgs mandāts,Zaļo un Zemnieku Savienība,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētājs līdz 30.01.2019; Biedrs no 30.01.2019); Ilgtspējīgas attīstības komisija",Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,SELDIJS,44103029886,,,,Kapitāla daļas," € 14,940.00 ",Latvia,Jaunpiebalgas municipality,Vidzeme,Izmitināšana un ēdināšanas pakalpojumi,
"Dūklavs, Jānis",Pilntiesīgs mandāts,Zaļo un Zemnieku Savienība,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētājs līdz 30.01.2019; Biedrs no 30.01.2019); Ilgtspējīgas attīstības komisija",Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,TONDO,40003398657,,,,Kapitāla daļas," € 15,000.00 ",Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Dūklavs, Jānis",Pilntiesīgs mandāts,Zaļo un Zemnieku Savienība,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētājs līdz 30.01.2019; Biedrs no 30.01.2019); Ilgtspējīgas attīstības komisija",Holding | Commercial Companies,Sabiedrība ar Ierobežotu Atbildību,PIEBALGAS ALUS,40003376664,,,,Kapitāla daļas," € 191,053.00 ",Latvia,Jaunpiebalgas municipality,Vidzeme,Apstrādes rūpniecība,
"Dūklavs, Jānis",Pilntiesīgs mandāts,Zaļo un Zemnieku Savienība,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētājs, no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Income | Private Sector,Akciju Sabiedrība,Luminor Bank,40003024725,,Procenti, € 15.03 ,,,Latvia,Rīgas municipality,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Dūklavs, Jānis",Pilntiesīgs mandāts,Zaļo un Zemnieku Savienība,2018,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētājs, no 20.11.2018); Ilgtspējīgas attīstības komisija (no 20.11.2018)",Income | Private Sector,Akciju Sabiedrība,SEB Banka,40003151743,,Procenti, € 76.54 ,,,Latvia,Keķavas novads,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Dūklavs, Jānis",Pilntiesīgs mandāts,Zaļo un Zemnieku Savienība,2019,Deputāts - Latvijas Republikas Saeima,"Tautsaimniecības, agrārās, vides un reģionālās politikas komisija (Priekšsēdētājs līdz 30.01.2019; Biedrs no 30.01.2019); Ilgtspējīgas attīstības komisija",Income | Private Sector,Akciju Sabiedrība,SEB Banka,40003151743,,Procenti, € 86.32 ,,,Latvia,Keķavas novads,Rīga/Pierīga,Finanšu un apdrošināšanas darbības,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Mandātu, ētikas un iesniegumu komisija (no 20.11.2018)",Position | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,"Profesors, vadošais pētnieks",,,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Mandātu, ētikas un iesniegumu komisija (no 20.11.2018)",Position | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,LLU Senāta loceklis,,,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (līdz 31.01.2019); Mandātu, ētikas un iesniegumu komisija; Sociālo un darba lietu komisija (no 31.01.2019)",Position | Academia,Izglītības Iestāde,Rīgas Stradiņa Universitāte,90000013771,Zinātniskais recenzents,,,,,Latvia,Rīgas municipality,Rīga/Pierīga,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (līdz 31.01.2019); Mandātu, ētikas un iesniegumu komisija; Sociālo un darba lietu komisija (no 31.01.2019)",Position | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,Profesors,,,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Mandātu, ētikas un iesniegumu komisija (no 20.11.2018)",Income | Self-employment,,Ilmārs Dūrītis,,,Ienāk. no saimn. darbības un komercdarb," € 11,225.00 ",,,,,,Pašnodarbinātība,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Mandātu, ētikas un iesniegumu komisija (no 20.11.2018)",Position | Private Sector,Biedrība,Latvijas Veterinārārstu biedrība,40008002739,Sertifikācijas komisijas loceklis,,,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (līdz 31.01.2019); Mandātu, ētikas un iesniegumu komisija; Sociālo un darba lietu komisija (no 31.01.2019)",Position | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,Vadošais pētnieks,,,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Mandātu, ētikas un iesniegumu komisija (no 20.11.2018)",Income | Private Sector,Biedrība,Latvijas Veterinārārstu biedrība,40008002739,,Alga, € 562.00 ,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Mandātu, ētikas un iesniegumu komisija (no 20.11.2018)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,AMETEKS,42103040230,,U.c. ienākumi, € 95.40 ,,,Latvia,Jēkabpils municipality,Zemgale,Vairumtidzniecība un mazumtirdzniecība,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (līdz 31.01.2019); Mandātu, ētikas un iesniegumu komisija; Sociālo un darba lietu komisija (no 31.01.2019)",Position | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Universitātes Vetfonds,40003275009,Viesprofesors-eksperts,,,,,Latvia,Jelgavas municipality,Zemgale,Vairumtidzniecība un mazumtirdzniecība,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (līdz 31.01.2019); Mandātu, ētikas un iesniegumu komisija; Sociālo un darba lietu komisija (no 31.01.2019)",Position | Private Sector,Biedrība,Latvijas Veterinārārstu biedrība,40008002739,Profesionālās un ētikas komisijas loceklis,,,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (līdz 31.01.2019); Mandātu, ētikas un iesniegumu komisija; Sociālo un darba lietu komisija (no 31.01.2019)",Income | Private Sector,Biedrība,Latvijas Veterinārārstu biedrība,40008002739,,Alga, € 198.00 ,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (līdz 31.01.2019); Mandātu, ētikas un iesniegumu komisija; Sociālo un darba lietu komisija (no 31.01.2019)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Universitātes Vetfonds,40003275009,,Alga," € 27,763.00 ",,,Latvia,Jelgavas municipality,Zemgale,Vairumtidzniecība un mazumtirdzniecība,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (līdz 31.01.2019); Mandātu, ētikas un iesniegumu komisija; Sociālo un darba lietu komisija (no 31.01.2019)",Income | Private Sector,Sabiedrība ar Ierobežotu Atbildību,Inchcape Motors Latvia,40003073379,,Ienākums no īpašuma pārdošanas," € 11,390.05 ",,,Latvia,Rīgas municipality,Rīga/Pierīga,Vairumtidzniecība un mazumtirdzniecība,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Mandātu, ētikas un iesniegumu komisija (no 20.11.2018)",Income | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,,Alga," € 38,035.44 ",,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Mandātu, ētikas un iesniegumu komisija (no 20.11.2018)",Income | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,,Honorārs, € 321.43 ,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Mandātu, ētikas un iesniegumu komisija (no 20.11.2018)",Income | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,,U.c. ienākumi, € 280.00 ,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2018,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (no 20.11.2018); Mandātu, ētikas un iesniegumu komisija (no 20.11.2018)",Income | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,,Ienāk. no saimn. darbības un komercdarb, € 15.62 ,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
"Dūrītis, Ilmārs",Pilntiesīgs mandāts,Attīstībai/Par!,2019,Deputāts - Latvijas Republikas Saeima,"Izglītības, kultūras un zinātnes komisija (līdz 31.01.2019); Mandātu, ētikas un iesniegumu komisija; Sociālo un darba lietu komisija (no 31.01.2019)",Income | Academia,Izglītības Iestāde,Latvijas Lauksaimniecības Universitāte,90000041898,,U.c. ienākumi, € 455.00 ,,,Latvia,Jelgavas municipality,Zemgale,Izglitība ,
