Partija,Veids,Vērtība,Deputāts,Frakcija,Datums
Jaunā konservatīvā partija,Nauda, €  180.00 ,"Eglītis, Gatis",JKP,7/1/2019
Jaunā konservatīvā partija,Nauda, €  500.00 ,"Eglītis, Gatis",JKP,6/5/2019
Jaunā konservatīvā partija,Nauda, €  15.00 ,"Eglītis, Gatis",JKP,5/4/2018
Jaunā konservatīvā partija,Nauda, €  270.00 ,"Eglītis, Gatis",JKP,4/9/2019
Jaunā konservatīvā partija,Nauda," €  1,000.00 ","Eglītis, Gatis",JKP,3/4/2018
Jaunā konservatīvā partija,Nauda, €  270.00 ,"Eglītis, Gatis",JKP,2/8/2019
Jaunā konservatīvā partija,Nauda, €  250.00 ,"Eglītis, Gatis",JKP,2/7/2019
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Feldmans, Krišjānis",JKP,29/4/2019
Jaunā konservatīvā partija,Nauda," €  1,000.00 ","Feldmans, Krišjānis",JKP,28/6/2018
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Feldmans, Krišjānis",JKP,28/1/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Feldmans, Krišjānis",JKP,27/12/2018
Jaunā konservatīvā partija,Nauda, €  170.00 ,"Feldmans, Krišjānis",JKP,26/11/2018
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Feldmans, Krišjānis",JKP,26/3/2019
Jaunā konservatīvā partija,Nauda," €  1,000.00 ","Feldmans, Krišjānis",JKP,25/7/2018
Jaunā konservatīvā partija,Nauda, €  170.00 ,"Feldmans, Krišjānis",JKP,25/6/2019
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Feldmans, Krišjānis",JKP,22/2/2019
Jaunā konservatīvā partija,Nauda," €  1,100.00 ","Feldmans, Krišjānis",JKP,18/3/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Feldmans, Krišjānis",JKP,16/4/2018
Jaunā konservatīvā partija,Nauda, €  121.00 ,"Feldmans, Krišjānis",JKP,15/11/2019
Jaunā konservatīvā partija,Nauda, €  170.00 ,"Feldmans, Krišjānis",JKP,12/7/2019
Jaunā konservatīvā partija,Nauda, €  250.00 ,"Feldmans, Krišjānis",JKP,9/9/2019
Jaunā konservatīvā partija,Nauda, €  170.00 ,"Feldmans, Krišjānis",JKP,9/4/2019
Jaunā konservatīvā partija,Nauda, €  130.00 ,"Feldmans, Krišjānis",JKP,9/1/2019
Jaunā konservatīvā partija,Nauda, €  275.00 ,"Feldmans, Krišjānis",JKP,8/11/2019
Jaunā konservatīvā partija,Nauda, €  270.00 ,"Feldmans, Krišjānis",JKP,8/10/2019
Jaunā konservatīvā partija,Nauda, €  420.00 ,"Feldmans, Krišjānis",JKP,8/5/2019
Jaunā konservatīvā partija,Nauda, €  170.00 ,"Feldmans, Krišjānis",JKP,8/2/2019
Jaunā konservatīvā partija,Nauda, €  120.00 ,"Feldmans, Krišjānis",JKP,7/12/2018
Jaunā konservatīvā partija,Nauda, €  170.00 ,"Feldmans, Krišjānis",JKP,7/3/2019
Jaunā konservatīvā partija,Nauda, €  275.00 ,"Feldmans, Krišjānis",JKP,6/12/2019
Jaunā konservatīvā partija,Nauda, €  250.00 ,"Feldmans, Krišjānis",JKP,5/8/2019
Jaunā konservatīvā partija,Nauda," €  1,000.00 ","Feldmans, Krišjānis",JKP,1/8/2018
"KPV LV, Politiskā partija",Nauda, €  57.92 ,"Geidāns, Aivars",KPV LV,30/4/2019
"KPV LV, Politiskā partija",Nauda, €  100.00 ,"Geidāns, Aivars",KPV LV,24/9/2018
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  377.47 ,"Geidāns, Aivars",KPV LV,23/5/2019
"KPV LV, Politiskā partija",Nauda, €  50.00 ,"Geidāns, Aivars",KPV LV,23/5/2018
"KPV LV, Politiskā partija",Nauda, €  845.79 ,"Geidāns, Aivars",KPV LV,23/4/2019
"KPV LV, Politiskā partija",Nauda, €  500.00 ,"Geidāns, Aivars",KPV LV,20/9/2018
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  150.00 ,"Geidāns, Aivars",KPV LV,20/9/2018
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  191.28 ,"Geidāns, Aivars",KPV LV,20/7/2018
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  180.00 ,"Geidāns, Aivars",KPV LV,17/10/2018
"KPV LV, Politiskā partija",Nauda, €  100.00 ,"Geidāns, Aivars",KPV LV,17/4/2019
"KPV LV, Politiskā partija",Nauda, €  50.00 ,"Geidāns, Aivars",KPV LV,16/8/2018
"KPV LV, Politiskā partija",Nauda, €  150.00 ,"Geidāns, Aivars",KPV LV,15/6/2018
"KPV LV, Politiskā partija",Nauda, €  100.00 ,"Geidāns, Aivars",KPV LV,15/5/2018
"KPV LV, Politiskā partija",Nauda," €  1,643.76 ","Geidāns, Aivars",KPV LV,13/5/2019
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  21.34 ,"Geidāns, Aivars",KPV LV,11/7/2018
"KPV LV, Politiskā partija",Nauda, €  40.00 ,"Geidāns, Aivars",KPV LV,10/12/2018
"KPV LV, Politiskā partija",Nauda, €  30.00 ,"Geidāns, Aivars",KPV LV,9/4/2019
"KPV LV, Politiskā partija",Nauda, €  150.00 ,"Geidāns, Aivars",KPV LV,8/7/2019
"KPV LV, Politiskā partija",Nauda, €  18.00 ,"Geidāns, Aivars",KPV LV,8/5/2019
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  200.00 ,"Geidāns, Aivars",KPV LV,1/10/2018
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  127.53 ,"Ģirģens, Kaspars",KPV LV,31/5/2019
"KPV LV, Politiskā partija",Nauda, €  50.00 ,"Ģirģens, Kaspars",KPV LV,24/6/2018
"KPV LV, Politiskā partija",Nauda, €  100.00 ,"Ģirģens, Kaspars",KPV LV,23/9/2018
"KPV LV, Politiskā partija",Nauda, €  30.00 ,"Ģirģens, Kaspars",KPV LV,20/3/2018
"KPV LV, Politiskā partija",Nauda, €  200.00 ,"Ģirģens, Kaspars",KPV LV,17/8/2018
"KPV LV, Politiskā partija",Nauda, €  20.00 ,"Ģirģens, Kaspars",KPV LV,14/12/2018
"KPV LV, Politiskā partija",Nauda, €  50.00 ,"Ģirģens, Kaspars",KPV LV,14/8/2018
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  5.91 ,"Ģirģens, Kaspars",KPV LV,12/7/2018
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  180.00 ,"Ģirģens, Kaspars",KPV LV,8/10/2018
"KPV LV, Politiskā partija",Nauda, €  320.00 ,"Ģirģens, Kaspars",KPV LV,8/10/2018
"KPV LV, Politiskā partija",Nauda, €  130.00 ,"Ģirģens, Kaspars",KPV LV,8/5/2018
"KPV LV, Politiskā partija",Nauda, €  100.00 ,"Ģirģens, Kaspars",KPV LV,7/11/2018
"KPV LV, Politiskā partija",Manta vai pakalpojums, €  12.84 ,"Ģirģens, Kaspars",KPV LV,7/8/2018
"KPV LV, Politiskā partija",Nauda, €  30.00 ,"Ģirģens, Kaspars",KPV LV,5/4/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  500.00 ,"Goldberga, Inga",Saskaņa,13/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  700.00 ,"Goldberga, Inga",Saskaņa,13/7/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,500.00 ","Goldberga, Inga",Saskaņa,12/10/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  770.00 ,"Goldberga, Inga",Saskaņa,7/2/2019
Attīstībai/Par!,Manta vai pakalpojums, €  48.40 ,"Golubeva, Marija",Attīstībai/Par!,31/8/2018
Kustība Par!,Nauda, €  27.00 ,"Golubeva, Marija",Attīstībai/Par!,30/7/2018
Attīstībai/Par!,Nauda, €  22.00 ,"Golubeva, Marija",Attīstībai/Par!,27/8/2018
Attīstībai/Par!,Nauda, €  40.00 ,"Golubeva, Marija",Attīstībai/Par!,27/5/2019
Attīstībai/Par!,Nauda, €  125.00 ,"Golubeva, Marija",Attīstībai/Par!,26/9/2018
Kustība Par!,Nauda, €  100.00 ,"Golubeva, Marija",Attīstībai/Par!,25/1/2019
Attīstībai/Par!,Manta vai pakalpojums, €  230.46 ,"Golubeva, Marija",Attīstībai/Par!,23/10/2018
Attīstībai/Par!,Manta vai pakalpojums, €  24.20 ,"Golubeva, Marija",Attīstībai/Par!,20/8/2018
Attīstībai/Par!,Nauda, €  23.00 ,"Golubeva, Marija",Attīstībai/Par!,17/8/2018
Kustība Par!,Nauda," €  1,000.00 ","Golubeva, Marija",Attīstībai/Par!,15/11/2018
Kustība Par!,Nauda, €  50.00 ,"Golubeva, Marija",Attīstībai/Par!,15/10/2019
Kustība Par!,Nauda, €  500.00 ,"Golubeva, Marija",Attīstībai/Par!,15/5/2018
Attīstībai/Par!,Manta vai pakalpojums, €  38.66 ,"Golubeva, Marija",Attīstībai/Par!,11/9/2018
Kustība Par!,Nauda, €  70.00 ,"Golubeva, Marija",Attīstībai/Par!,6/9/2018
Kustība Par!,Nauda, €  200.00 ,"Golubeva, Marija",Attīstībai/Par!,6/2/2018
Attīstībai/Par!,Nauda, €  40.00 ,"Golubeva, Marija",Attīstībai/Par!,4/10/2018
Kustība Par!,Nauda, €  100.00 ,"Golubeva, Marija",Attīstībai/Par!,3/7/2018
Attīstībai/Par!,Nauda, €  20.00 ,"Golubeva, Marija",Attīstībai/Par!,2/12/2019
Kustība Par!,Nauda, €  200.00 ,"Golubeva, Marija",Attīstībai/Par!,2/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,31/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,30/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  20.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,27/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,27/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  20.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,26/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  40.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,26/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,26/8/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  300.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,25/9/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  20.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,24/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  20.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,24/8/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  20.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,23/7/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,23/4/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,21/5/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,20/6/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  20.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,16/8/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  300.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,13/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  11.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,12/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,12/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,12/3/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,12/2/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,11/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,11/1/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,3/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,3/3/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  200.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,3/1/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  20.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,2/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  40.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,2/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,2/2/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  40.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,1/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  20.00 ,"Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,1/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Biedra nauda," €  1,224.00 ","Iesalnieks, Jānis",Nacionālā Apvienība - TB/LNNK,16/4/2019
Attīstībai/Par!,Manta vai pakalpojums, €  40.00 ,"Ikstena, Inese",Attīstībai/Par!,27/3/2019
Attīstībai/Par!,Manta vai pakalpojums, €  40.00 ,"Ikstena, Inese",Attīstībai/Par!,26/3/2019
Attīstībai/Par!,Manta vai pakalpojums, €  40.00 ,"Ikstena, Inese",Attīstībai/Par!,23/3/2019
Attīstībai/Par!,Nauda, €  191.30 ,"Ikstena, Inese",Attīstībai/Par!,21/8/2018
Attīstībai/Par!,Manta vai pakalpojums, €  22.89 ,"Ikstena, Inese",Attīstībai/Par!,21/8/2018
Attīstībai/Par!,Manta vai pakalpojums, €  182.48 ,"Ikstena, Inese",Attīstībai/Par!,16/4/2019
Attīstībai/Par!,Manta vai pakalpojums, €  272.25 ,"Ikstena, Inese",Attīstībai/Par!,14/5/2019
Attīstībai/Par!,Nauda, €  65.34 ,"Ikstena, Inese",Attīstībai/Par!,10/8/2018
Attīstībai/Par!,Manta vai pakalpojums, €  100.00 ,"Ikstena, Inese",Attīstībai/Par!,9/4/2019
Attīstībai/Par!,Manta vai pakalpojums, €  13.42 ,"Ikstena, Inese",Attīstībai/Par!,4/9/2018
Attīstībai/Par!,Manta vai pakalpojums, €  22.25 ,"Ikstena, Inese",Attīstībai/Par!,3/5/2019
Attīstībai/Par!,Manta vai pakalpojums, €  50.00 ,"Ikstena, Inese",Attīstībai/Par!,3/4/2019
Attīstībai/Par!,Manta vai pakalpojums, €  70.00 ,"Ikstena, Inese",Attīstībai/Par!,2/4/2019
Latvijas attīstībai,Biedra nauda," €  2,000.00 ","Ikstena, Inese",Attīstībai/Par!,30/8/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  500.00 ,"Indriksone, Ilze",Nacionālā Apvienība - TB/LNNK,30/8/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  40.00 ,"Indriksone, Ilze",Nacionālā Apvienība - TB/LNNK,29/7/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda," €  2,500.00 ","Indriksone, Ilze",Nacionālā Apvienība - TB/LNNK,28/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  900.00 ,"Indriksone, Ilze",Nacionālā Apvienība - TB/LNNK,25/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  105.00 ,"Indriksone, Ilze",Nacionālā Apvienība - TB/LNNK,24/2/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  94.00 ,"Indriksone, Ilze",Nacionālā Apvienība - TB/LNNK,18/1/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Indriksone, Ilze",Nacionālā Apvienība - TB/LNNK,15/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  200.00 ,"Indriksone, Ilze",Nacionālā Apvienība - TB/LNNK,13/10/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Indriksone, Ilze",Nacionālā Apvienība - TB/LNNK,13/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums, €  10.00 ,"Indriksone, Ilze",Nacionālā Apvienība - TB/LNNK,3/10/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,31/5/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,31/1/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,29/11/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,29/4/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,25/3/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,25/2/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,23/10/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  200.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,23/9/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,21/6/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,13/12/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  500.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,13/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  500.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,13/9/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda," €  1,000.00 ","Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,13/8/2018
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,8/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  40.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,8/11/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,6/12/2019
"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda, €  100.00 ,"Jansons, Ritvars",Nacionālā Apvienība - TB/LNNK,3/8/2019
"Jaunā VIENOTĪBA (Nacionālās VIENOTĪBAS apvienība; Partijas Jaunais laiks, partijas Pilsoniskā savienība un partijas Sabiedrība Citai Politikai apvienība; VIENOTĪBA)",Nauda, €  200.00 ,"Judins, Andrejs",Jaunā Vienotība,24/9/2018
Jaunā konservatīvā partija,Nauda, €  20.00 ,"Jurašs, Juris",JKP,30/7/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Jurašs, Juris",JKP,30/7/2018
Jaunā konservatīvā partija,Nauda, €  70.00 ,"Jurašs, Juris",JKP,26/11/2018
Jaunā konservatīvā partija,Nauda, €  25.00 ,"Jurašs, Juris",JKP,26/6/2018
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Jurašs, Juris",JKP,24/8/2018
Jaunā konservatīvā partija,Nauda, €  500.00 ,"Jurašs, Juris",JKP,20/4/2018
Jaunā konservatīvā partija,Nauda, €  60.00 ,"Jurašs, Juris",JKP,18/6/2019
Jaunā konservatīvā partija,Nauda, €  45.00 ,"Jurašs, Juris",JKP,14/10/2019
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Jurašs, Juris",JKP,13/8/2018
Jaunā konservatīvā partija,Nauda, €  235.00 ,"Jurašs, Juris",JKP,11/10/2019
Jaunā konservatīvā partija,Nauda, €  15.00 ,"Jurašs, Juris",JKP,11/6/2018
Jaunā konservatīvā partija,Nauda, €  50.00 ,"Jurašs, Juris",JKP,10/12/2018
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Jurašs, Juris",JKP,10/3/2019
Jaunā konservatīvā partija,Nauda, €  300.00 ,"Jurašs, Juris",JKP,10/2/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Jurašs, Juris",JKP,9/7/2019
Jaunā konservatīvā partija,Nauda, €  280.00 ,"Jurašs, Juris",JKP,9/1/2019
Jaunā konservatīvā partija,Nauda, €  130.00 ,"Jurašs, Juris",JKP,8/12/2018
Jaunā konservatīvā partija,Nauda, €  345.00 ,"Jurašs, Juris",JKP,8/8/2019
Jaunā konservatīvā partija,Nauda, €  460.00 ,"Jurašs, Juris",JKP,8/5/2019
Jaunā konservatīvā partija,Nauda, €  230.00 ,"Jurašs, Juris",JKP,8/4/2019
Jaunā konservatīvā partija,Nauda, €  25.00 ,"Jurašs, Juris",JKP,8/4/2019
Jaunā konservatīvā partija,Nauda, €  500.00 ,"Jurašs, Juris",JKP,8/2/2018
Jaunā konservatīvā partija,Nauda, €  235.00 ,"Jurašs, Juris",JKP,7/12/2019
Jaunā konservatīvā partija,Nauda, €  235.00 ,"Jurašs, Juris",JKP,6/11/2019
Jaunā konservatīvā partija,Nauda, €  130.00 ,"Jurašs, Juris",JKP,5/9/2019
Jaunā konservatīvā partija,Nauda, €  80.00 ,"Jurašs, Juris",JKP,4/5/2018
Jaunā konservatīvā partija,Nauda," €  1,000.00 ","Jurašs, Juris",JKP,2/8/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda, €  100.00 ,"Kabanovs, Nikolajs",Saskaņa,22/8/2018
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,000.00 ","Kabanovs, Nikolajs",Saskaņa,14/2/2019
"Saskaņa, sociāldemokrātiskā partija",Nauda," €  1,200.00 ","Kabanovs, Nikolajs",Saskaņa,8/10/2018
"KPV LV, Politiskā partija",Biedra nauda," €  2,000.00 ","Kaimiņš, Artuss",Pie frakcijām nepiederošie deputāti,7/5/2018
"VIENOTĪBA, Partija",Nauda, €  60.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,26/8/2019
"VIENOTĪBA, Partija",Nauda, €  50.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,22/9/2019
"VIENOTĪBA, Partija",Nauda, €  100.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,16/10/2019
"VIENOTĪBA, Partija",Nauda, €  100.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,12/9/2018
"VIENOTĪBA, Partija",Nauda, €  300.00 ,"Kalniņš, Ojārs Ēriks",Jaunā Vienotība,2/7/2019
Jaunā konservatīvā partija,Nauda, €  15.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,26/7/2018
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,26/3/2019
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,25/4/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,23/7/2019
Jaunā konservatīvā partija,Nauda, €  100.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,21/5/2018
Jaunā konservatīvā partija,Nauda, €  200.00 ,"Kazinovskis, Andris",Pie frakcijām nepiederošie deputāti,19/5/2019
